Song,Nation,Year,BPM,PhSp,ChCo,Peak
LDC - Abflug (Die schwarze Zone 2),Germany,1991,129.19921875,0.055,0.9417206174333008,-4.317934320185012
LDC - Daydream (3-Nuts Remix),Germany,1993,129.0,0.045,0.8252880028350376,-6.507970344010237
LDC - Daydream (Dreamtravel-Mix),Germany,1993,135.99917763157896,0.03,0.8661065989404992,-10.266617188401863
LDC - Daydream (Happy Dreamfase remix),Germany,1993,135.99917763157896,0.0425,0.9810895933734364,-7.552006104641382
LDC - Die Schwarze Zone,Germany,1991,123.046875,0.045,0.8597160346243792,-6.8150129317788455
LDC - La Diarrhée,Germany,1992,135.99917763157896,0.035,0.9114310815232464,-9.023709467104725
LDC - Marsch,Germany,1992,143.5546875,0.0425,0.8660560502336263,-7.219952784032967
LDC - Parsec,Germany,1992,135.99917763157896,0.0325,0.8731415767260218,-9.535259627116318
LDC - Plasma (Club Cut),Germany,1992,132.51201923076923,0.05,0.8194125497266488,-5.613592795976028
LDC - REM-Phase,Germany,1992,129.19921875,0.045,0.7364407197184261,-6.744606299152977
LDC - T-Raumreise,Germany,1992,129.19921875,0.05,0.674801693499111,-5.401960542176552
LDC - T-Rraumreise (Karaokemischung),Germany,1992,129.19921875,0.0675,0.6866360783233012,-3.1454893967751154
LDC - The Black Zone,Germany,1991,129.19921875,0.06,1.0,-4.208244608732893
LDC - Traumreise (Remix),Germany,1992,135.99917763157896,0.0525,0.8920124749334535,-5.276234290230118
LDC - Willkommen an Bord,Germany,1991,129.19921875,0.025,0.783923085597013,-12.1503637914159
LDC - Willkommen an Bord,Germany,1992,129.19921875,0.0275,0.8234326870193904,-11.585961186169145
LDC - Wir schicken dich ins All,Germany,1991,126.04801829268293,0.0325,0.846390053405211,-9.442711962046072
Leeza B - Wave Of Light (Edit),Germany,1994,143.5546875,0.0625,0.8173226841904344,-3.8282908409160417
Leeza B - Wave Of Light (Is It A Phaser),Germany,1994,151.99908088235293,0.055,0.5949366801749124,-4.969790727240437
Leeza B - Wave Of Light (V 2.0),Germany,1994,143.5546875,0.08,0.7273277962681007,-1.549233694804364
Legato - Inside Story,Germany,1993,124.0,0.0375,0.9406185066399664,-8.372604341780397
Legato - M-Baby (Siram Mix),Germany,1994,147.65625,0.0275,0.9128424865649276,-10.968075673183924
Legato - Oscillating,Germany,1994,151.99908088235293,0.0625,0.939601937794058,-3.6279699295593204
Legato - Resonance,Germany,1994,143.5546875,0.0225,0.6364253221502474,-13.53453489856692
Legato - Stomach-Trouble,Germany,1994,147.65625,0.0225,0.9855797806274927,-13.112362005902497
Legend B - End Of A Season (Air Play Mix),Germany,1993,147.65625,0.06,0.7523532663763253,-3.938549856369229
Legend B - End Of A Season (Aural Edit),Germany,1993,147.65625,0.04,0.5080607954271898,-7.905204465715395
Legend B - End Of A Season (Neurotrancer Mix),Germany,1993,147.65625,0.0525,0.6579744094372214,-5.358193481923138
Legend B - Lost In Love (Spinclub-Mix),Germany,1994,154.0,0.0525,0.6347209152068243,-5.1557618340873885
Legend B - Love Seeds Passion (Gallery-Edit),Germany,1994,140.0,0.0575,0.603185440671239,-4.66834498708674
Leon - Let Me... (Club Version),Germany,1993,155.0,0.03,0.8113136762040529,-10.101303434832317
Leon feat. Natascha Wright - Hold You (X-Tended Version),Germany,1994,156.0,0.04,0.9426121408093892,-7.655552960816516
Lihgt Entertainment Orchestra - Get Up,Germany,1992,126.04801829268293,0.0325,0.816041190844865,-8.942829914009083
Lihgt Entertainment Orchestra - I'm Sick Of You,Germany,1992,132.51201923076923,0.0375,0.8211408367215223,-8.199476276757936
Lihgt Entertainment Orchestra - Mrs. Peanut,Germany,1992,126.04801829268293,0.045,0.88922143604569,-6.5536423619287065
Lionheart - Forever In A Day,Germany,1994,142.0,0.0475,0.956400334248292,-6.3137639577069615
Lionheart - Never Stop The Action,Germany,1994,156.60511363636363,0.0425,0.9162240495793912,-7.052625585905451
Lionheart - Zampi Traxx,Germany,1994,143.5546875,0.045,0.9754487434100798,-6.476360261232074
Liquid Bass - In Full Effect,Germany,1994,166.70866935483872,0.0475,0.901751941122716,-6.164455139460765
Liquid Bass - Into The Silence,Germany,1994,156.0,0.0625,0.991314666932414,-3.568397139224283
Liquid Bass - Massive,Germany,1994,166.70866935483872,0.0475,0.7399317319162572,-5.974770332014265
Liquid Bass - Music 4 The People,Germany,1993,161.4990234375,0.05,0.9546766258508306,-5.894165781742794
Liquid Bass - Paradise,Germany,1993,166.70866935483872,0.055,0.8394978834294388,-5.009202972836
Liquid Bass - The Spirit Of Life,Germany,1994,169.44159836065575,0.0475,0.8161256947294259,-6.2920955681821695
Liquid Bass - Trancemission,Germany,1993,156.60511363636363,0.06,0.9385579085182048,-4.104019995680761
Lo Budget - Spherical (Lo Budget Remix),Germany,1994,156.0,0.0275,0.7286252314628846,-11.11515035737094
Lo Budget - Spherical (Original Mix),Germany,1994,132.51201923076923,0.035,0.8266174062210159,-9.320189199915625
Lo Budget II - Acid Harmony (Opus 1),Germany,1994,161.4990234375,0.0375,0.8914149403122786,-8.17652341155373
Lobotomaniacs - 2 Meg 8 Meg 16 Meg (Impact Mix),Germany,1992,126.04801829268293,0.0425,0.9765019533347088,-7.304237098297076
Lobotomaniacs - 2 Meg 8 Meg 16 Meg (Saturation Mix),Germany,1992,129.19921875,0.04,0.9800212118313184,-7.767285710492749
Lobotomaniacs - I Am (Executive Version),Germany,1992,143.5546875,0.025,0.97449997708508,-12.73626523866402
Loft - Hold On (3 Nuts Remix),Germany,1994,132.51201923076923,0.0625,0.8724075229114956,-3.861612199353935
Loft - Hold On (Atmospheric Mix),Germany,1993,143.5546875,0.05,0.7410758982349825,-5.6541574596492525
Loft - Hold On (Respect Maximum Mix),Germany,1993,132.51201923076923,0.0475,0.8485727156758218,-6.070862365048786
Loft - King Of The World,Germany,1994,115.0,0.07,0.8469418909446529,-2.6984427136025686
Loft - L.ive O.ur F.athers' T.eachings,Germany,1994,132.51201923076923,0.035,0.7295412124667027,-9.245124147176965
Loft - Live It Up,Germany,1994,132.51201923076923,0.0575,0.451244560632028,-4.330458220037551
Loft - Love Is Magic (Original Version),Germany,1994,135.99917763157896,0.0475,0.8615193708954225,-6.207582913846355
Loft - Mad,Germany,1994,138.0,0.0525,0.7938686479850777,-5.194694747832199
Loft - Missing You,Germany,1994,130.0,0.05,0.7035816677619559,-5.839599075955952
Loft - Raggacid,Germany,1994,135.99917763157896,0.06,0.957252867977706,-4.024489280664422
Loft - Reggae Roots (Loft-Mix),Germany,1993,109.0,0.0475,0.7252441350187385,-5.943016181490902
Loft - Summer Summer,Germany,1993,109.0,0.04,0.7648686742540397,-7.6947723263398675
Loft - Theme Of Loft,Germany,1994,100.0,0.0575,0.5297800325871147,-4.483398127358399
Loft - Wake The World (Leon Vs. Coin Mix),Germany,1994,139.6748310810811,0.045,0.9536445356062322,-6.654450427656723
Loop - So Good,Germany,1991,123.046875,0.0475,0.9099443327232345,-6.249157344538872
Loopzone - Back To Love,Germany,1991,130.0,0.06,0.9938925969543216,-4.193540120118609
Loopzone - Future Is Now,Germany,1991,130.0,0.0575,0.9504633429096532,-4.381619114066593
Loopzone - Guilty Of Seduction,Germany,1992,143.5546875,0.09,0.9772421708175398,-0.38106219619722326
Loopzone - Hate,Germany,1990,126.04801829268293,0.055,0.8396597884163592,-5.084190319876086
Loopzone - Highway 2000,Germany,1993,156.60511363636363,0.085,0.8853810490366192,-0.60792149798065
Loopzone - Home Is Where The Hartcore Is,Germany,1992,250.0,0.0775,0.9731724559032224,-1.7802375229758798
Loopzone - Les Enfants Du Paradis,Germany,1990,129.19921875,0.0675,0.7653100892285972,-3.100917604595581
Loopzone - Mega Htz,Germany,1993,143.5546875,0.03,0.9579631637029526,-10.200735319207135
Loopzone - Natural High,Germany,1992,147.65625,0.08,0.9489426900503856,-1.2473737428445384
Loopzone - Natural High (Party Zone Mix),Germany,1993,147.65625,0.085,0.7193753060611783,-1.004614449968418
Loopzone - Natural High Magic,Germany,1993,147.65625,0.08,0.8096913552329981,-1.4296651317027824
Loopzone - No Reason To Resign,Germany,1992,163.0,0.0825,0.9461708106213437,-1.3314728180951843
Loopzone - Sex Machine Man,Germany,1993,157.0,0.0825,0.8218639769147738,-1.1377524395544854
Lords of Octagon - Adventure Trip 1,Germany,1994,150.0,0.0525,0.8061767894020219,-5.260425961811871
Lords of Octagon - Adventure Trip 2,Germany,1994,156.60511363636363,0.05,0.9542938560760748,-5.589074702739643
Lords of Octagon - Adventure Trip 3,Germany,1994,150.0,0.0725,0.952775904096072,-2.4589287055594293
Love Inc. - Do you feel love,Germany,1991,129.19921875,0.0325,0.9717442611736706,-9.803039038336852
Lunar Module - Andertum's No. 13,Germany,1994,147.65625,0.0675,0.9801259355380016,-2.34789096428294
Lunar Module - Mental Acid Trilogy (Part 1),Germany,1993,150.0,0.0425,0.9529617838318308,-7.052335821631157
Lunar Module - Mental Acid Trilogy (Part 2),Germany,1994,120.18531976744184,0.0375,0.9676206813275084,-8.56103760772575
Lunar Module - Mind In Orbit,Germany,1993,151.99908088235293,0.02,0.9874409518967496,-14.416258574836814
Lunar Module - Sine By Drops,Germany,1994,154.0,0.0925,0.7327593223818114,-0.2540398533286755
Lunar Module - X Mod 7,Germany,1993,156.60511363636363,0.0425,0.962222119149812,-7.183809711993527
Lupeelou - Big Bang,Germany,1994,187.9261363636364,0.0475,0.8863843727196282,-6.044844476906473
Lupeelou - Popcorn (Air Mix),Germany,1994,151.99908088235293,0.065,0.9257172772480556,-2.659292229463264
Lupeelou - Popcorn (Floor-Mix),Germany,1994,151.99908088235293,0.065,0.9506071658195954,-2.6136894302919385
Lupeelou - Toy Torpedo,Germany,1994,150.0,0.055,0.949584097047433,-4.304777570816498
Luxor - Perpetuum Mobile (A.M. Mix),Germany,1994,143.5546875,0.035,0.9323905366439516,-8.598732788189348
Luxor - Perpetuum Mobile (P.M. Mix),Germany,1994,147.65625,0.0325,0.9616569712595882,-9.668157054195428
Luxor - Superstitious (Club Heroes Remix),Germany,1994,135.99917763157896,0.035,0.9863133535230716,-9.176011909531368
Luxor - Superstitious (Dub Visions Mix),Germany,1994,139.6748310810811,0.0375,0.9565030283460124,-8.386593288549406
Luxor - Superstitious (Nursery Mix),Germany,1994,147.65625,0.0375,0.8950434812186129,-8.208754650893702
Luxor - The Big Bang ! (Chillencio Mix),Germany,1993,135.99917763157896,0.03,0.884974365402285,-10.155004743533445
Luxor - The Big Bang ! (STP Mix),Germany,1993,139.6748310810811,0.035,0.7539287463681854,-8.654872586744004
LX Emoire - Unequal Chord,Germany,1991,134.23295454545453,0.0325,0.965579836400226,-9.721952603568296
Lyrical Terrorist - Lyrical Terrorists,Germany,1991,129.19921875,0.0375,0.914502334561561,-8.60077032498252
M - Prozeß - You Cannot Stop The Beat (Protokoll Mix),Germany,1993,147.65625,0.03,0.7657813734224862,-10.063385519011486
M - Razzia (Original Police Version),Germany,1993,145.57658450704224,0.03,0.9161324010853449,-10.061113771585287
M - Razzia (People In Panic Mix),Germany,1993,149.7961956521739,0.0375,0.944519607032674,-8.318148125287705
M - Razzia 2 (Bonzai Mix),Germany,1994,161.4990234375,0.0525,0.8648599031372867,-4.947975421625116
M - Razzia 2 (M Mix,Germany,1994,161.4990234375,0.065,0.6801889373865917,-2.714732155087948
M.A.S.S.H - Dance On The Water (Radio Version),Germany,1991,129.19921875,0.0475,0.8890712732680074,-6.3215754713645484
M.A.S.S.H - I Can See,Germany,1992,129.19921875,0.0375,0.9655391285326176,-7.848583241378617
M.A.S.S.H - M.A.S.S.H Is Back,Germany,1991,132.51201923076923,0.04,0.856592612514521,-8.07004835007889
M.A.S.S.H - M.A.S.S.H Is Back (Hard Tekkno Mix),Germany,1991,132.51201923076923,0.04,0.8729271468337886,-7.997743030183896
M.A.S.S.H - The Magic Of The Bass (Fantastic Mix),Germany,1992,135.99917763157896,0.0325,0.917069230015821,-9.649374837247
M.A.S.S.H - The Magic Of The Bass (Kickin' Mix),Germany,1992,135.99917763157896,0.035,0.977179319656118,-8.571108220706316
M.C. Sar & Real McCoy - ... Make A Move (Sweat-Mix),Germany,1991,115.0,0.0325,0.8539626120430425,-9.42363295030329
M.C. Sar & Real McCoy - 24 Hours,Germany,1990,143.5546875,0.0925,0.9018884920978631,-0.3771855910663247
M.C. Sar & Real McCoy - Another Night,Germany,1994,127.0,0.065,0.8618385502537598,-3.3612274809362157
M.C. Sar & Real McCoy - Another Night (Club Mix),Germany,1993,126.0,0.07,0.94050924852583,-2.4183891728405387
M.C. Sar & Real McCoy - Another Night (Dance Mix),Germany,1993,126.0,0.05,0.9314666415102676,-5.862475040987592
M.C. Sar & Real McCoy - Automatic Lover (Call For Love) (Automatic Trance Mix),Germany,1993,132.51201923076923,0.0725,0.9759666016102256,-2.591513221110435
M.C. Sar & Real McCoy - Automatic Lover (Call For Love) (Extended 12'' Mix),Germany,1993,132.51201923076923,0.07,0.8270711842538319,-2.546974667784026
M.C. Sar & Real McCoy - Automatic Lover (Call For Love) (Trans Euro Mix),Germany,1993,132.51201923076923,0.075,0.8501809765844002,-2.0095317397779997
M.C. Sar & Real McCoy - Be Yourself,Germany,1990,126.04801829268293,0.025,0.9424820790006568,-12.195239344957312
M.C. Sar & Real McCoy - Cut The C.,Germany,1990,120.18531976744184,0.03,0.8466403516549857,-10.692695935154228
M.C. Sar & Real McCoy - Don't Stop (Club Mix),Germany,1990,126.04801829268293,0.025,0.960884580482841,-11.954313226900911
M.C. Sar & Real McCoy - Get Funky (B-Side Mix),Germany,1989,123.046875,0.055,0.8872885991321242,-5.048830207359323
M.C. Sar & Real McCoy - I Owe You Nothin',Germany,1990,119.0,0.0625,0.685092452581571,-3.7528322127241456
M.C. Sar & Real McCoy - It's On You (Quick-House Mix),Germany,1990,125.0,0.09,0.9852301972834245,-0.35893361241692884
M.C. Sar & Real McCoy - Let's Talk About Love (Straight Kickin' Mix - Extended),Germany,1991,120.18531976744184,0.0675,0.898913107336679,-2.933966308303251
M.C. Sar & Real McCoy - Let's Talk About Love (The Definition Mix - Extended),Germany,1991,120.18531976744184,0.0725,0.8254573516671684,-2.313102247630025
M.C. Sar & Real McCoy - Love & Devotion,Germany,1994,101.0,0.055,0.7749079031184867,-4.960401082914258
M.C. Sar & Real McCoy - McCoy's House,Germany,1990,116.0,0.04,0.9487859770612124,-7.615164296522696
M.C. Sar & Real McCoy - Megablast,Germany,1994,139.6748310810811,0.0525,0.824816819366448,-5.364526455169489
M.C. Sar & Real McCoy - No Showbo (Beats & Pieces),Germany,1991,116.0,0.04,0.9739310776019239,-7.665086107725884
M.C. Sar & Real McCoy - Operator,Germany,1994,127.0,0.065,0.4917949173592296,-3.188481555331904
M.C. Sar & Real McCoy - Out Of Control,Germany,1994,132.51201923076923,0.04,0.900897826736896,-8.108739548332176
M.C. Sar & Real McCoy - Pump Up The Jam (Jam-Jam Quick House Version),Germany,1989,123.046875,0.02,0.5114072426873663,-14.096365371806074
M.C. Sar & Real McCoy - Que Pasa (Remix),Germany,1990,106.0,0.025,0.7220757764039923,-12.44153209427386
M.C. Sar & Real McCoy - Run Away (Club Attack Mix),Germany,1994,135.99917763157896,0.0725,0.7530374617201356,-2.3766438545310327
M.C. Sar & Real McCoy - Run Away (Reel House Mix),Germany,1994,135.99917763157896,0.06,0.8189535378351002,-3.920214638273367
M.C. Sar & Real McCoy - Shining Star,Germany,1994,100.0,0.0425,0.8805833237913854,-7.509986227781644
M.C. Sar & Real McCoy - Streetfighter,Germany,1994,132.51201923076923,0.0425,0.6417554967026877,-7.32819395992053
M.C. Sar & Real McCoy - Undercover,Germany,1990,123.0,0.0225,0.9340335210712474,-13.716179593959062
M.C.P. - Overload 30303,Germany,1994,114.84375,0.0475,0.94135711792084,-6.188244655060268
M.C.P. - Overload MS-50,Germany,1994,172.265625,0.05,0.8831285744154963,-5.904221100506277
M.C.P. - Overload RZ-1,Germany,1994,178.20581896551724,0.0575,0.8667057261636499,-4.3531761499202
M.T. - The Force,Germany,1991,125.0,0.0275,0.9609431053135834,-11.089484569147936
Mad - I Think Of You (Dance Mix),Germany,1994,135.99917763157896,0.0475,0.8757102188868291,-5.950375387155655
Mad - I Think Of You (Trance Mix),Germany,1994,135.99917763157896,0.0725,0.8880342513878847,-2.200910133383825
Mad - The B-Sides,Germany,1994,143.5546875,0.0775,0.8628707228598462,-1.5984818153288018
Madame X - Dreaming Of A Better World (12' Remix),Germany,1994,169.44159836065575,0.055,0.9688478900184613,-4.927850920294498
Madame X - Dreaming Of A Better World (Rave Mix),Germany,1994,161.4990234375,0.0575,0.917479785090929,-4.512316269493736
Madame X - Nightwalk,Germany,1994,149.7961956521739,0.055,0.6494767695866575,-4.965650330213194
Magic Affair - Carry on,Germany,1994,138.0,0.035,0.877242554976871,-9.065047970162695
Magic Affair - Fire (Maxi Version),Germany,1994,143.5546875,0.035,0.6436695836295583,-9.09198289702742
Magic Affair - Give Me All Your Love (Maxi Cut),Germany,1994,135.99917763157896,0.0525,0.7648958802090493,-5.001159063379756
Magic Affair - Homicidal,Germany,1994,107.0,0.04,0.9108560634628233,-7.459957920403722
Magic Affair - In The Middle Of The Night (Maxi Edit),Germany,1994,139.6748310810811,0.05,0.8321432979732442,-5.1898068446413275
Magic Affair - In the middle of the night (Maxi edit),Germany,1994,139.6748310810811,0.0475,0.8244138075541506,-5.556368747492822
Magic Affair - In The Middle Of The Night (Midnight-Club Edit),Germany,1994,139.6748310810811,0.0525,0.9875657271671456,-4.408658461565199
Magic Affair - Make your mind up,Germany,1994,139.6748310810811,0.0375,0.8582527947831152,-8.292787481106037
Magic Affair - Omen III (Instrumental Version),Germany,1993,138.0,0.0325,0.7814598492311886,-9.586530606226034
Magic Affair - Omen III (Maxi Version),Germany,1993,135.99917763157896,0.0275,0.5870316878367523,-10.941292704053804
Magic Affair - Omen III (Single Version),Germany,1993,139.6748310810811,0.035,0.7460597408946572,-8.842683958550088
Magic Affair - Tears Of Joy,Germany,1994,106.0,0.0425,0.6955016821546843,-7.4000981764874165
Magic Affair - Thin line,Germany,1994,128.0,0.0375,0.8209475872349461,-8.461527222440823
Magic Affair - Water of sin,Germany,1994,135.0,0.0275,0.6157036267979279,-11.24425222265723
Magic Affair - Wonderland,Germany,1994,151.99908088235293,0.035,0.7626564915037918,-8.588097965854342
Magic Affair feat. A.K. S.W.I.F.T. - Give me all you love,Germany,1993,135.99917763157896,0.05,0.7396465524674718,-5.574488069698621
Magma-Coma - Baszlak (Baszlak Mix),Germany,1993,143.5546875,0.0375,0.9413727136876331,-8.429119436687444
Magma-Coma - Baszlak (In Your Face),Germany,1993,143.5546875,0.0375,0.9591741449259357,-8.437780643830308
Magma-Coma - Baszlak (Jungle Mix),Germany,1993,143.5546875,0.04,0.8806401744314947,-7.816621995250438
Main Source - Program 41,Germany,1991,133.0,0.0375,0.9490681954084776,-8.271777897445139
Malaria! - Cheerio (Milchbadmix),Germany,1993,129.0,0.035,0.941781421996274,-9.403321671291646
Malaria! - Elation (Abstractmix),Germany,1993,139.6748310810811,0.0225,0.9243187920696396,-13.623053292492926
Malaria! - Kaltes Klares Wasser (Crystalmix),Germany,1993,129.0,0.035,0.9983656349785368,-9.47877644000789
Malaria! - Keep Me In Love (Reshaped),Germany,1993,161.4990234375,0.0475,0.7330132274283914,-5.998362329368453
Malaria! - Prophet (Will Keine Propheten Falschen Brauchen),Germany,1993,151.99908088235293,0.06,0.8001961979764916,-4.044312906355792
Malaria! - Von Hinten (Backdoor),Germany,1993,139.6748310810811,0.07,0.21940241138548383,-2.6343136880110576
Malaria! - Warmes Wasser (Johnny Klimek & Dr. Motte Remix),Germany,1993,130.0,0.0325,0.993060790895812,-9.369692223197251
Malaria! - You You (JuJu Remix),Germany,1993,128.0,0.035,0.9306206977121634,-9.245710348318948
Malaria! - Your Turn To Run (Außer-Atemix),Germany,1993,143.5546875,0.0325,0.8925472515866353,-9.76445365616081
Manchild - Hypnotized (Deep-House-Mix),Germany,1990,104.0,0.03,0.8099637219531818,-10.773748233845144
Mandra Gora - Everything Is Going Fine,Germany,1994,139.6748310810811,0.06,0.9617793594763926,-3.549237109372161
Mandra Gora - Gypsy Trance,Germany,1993,126.0,0.0375,0.9683465740611008,-8.245536681979202
Mandra Gora - Nemrod The Mysterious,Germany,1994,128.0,0.0425,0.941261695695062,-7.469391818282269
Mandra Gora - Wicked Warp,Germany,1994,143.5546875,0.0925,0.9310767072346249,-0.1852592097602411
Mandra Gora - Wicked Warp (Remix),Germany,1994,143.5546875,0.0775,0.9031071886092857,-1.7579782992981974
Manitou - Ever means never,Germany,1993,154.267723880597,0.0425,-0.0311333693805999,-7.602544360860785
Manitou - Igor,Germany,1993,156.60511363636363,0.0575,0.7613301235070363,-4.783763239727255
Manitou - In Africa,Germany,1993,156.60511363636363,0.06,0.9693366492052504,-4.12357918162482
Manitou - The Arab,Germany,1993,139.6748310810811,0.0525,0.8050867479976263,-5.412986579908109
Marc Acardipane - Colors of Amsterdam A1,Germany,1992,132.51201923076923,0.0525,0.9652869889761552,-5.108048409089747
Marc Domlin - Expression,Germany,1993,135.99917763157896,0.03,0.09526951274009655,-10.449089152120228
Marc Et Claude - Deux Petites Differences,Germany,1993,156.60511363636363,0.055,0.8476300059400543,-4.96901092697631
Marc Et Claude - Ecoutez !,Germany,1993,143.5546875,0.0275,0.8978387897367757,-11.21453396108373
Marc et Claude - Toulouse,Germany,1994,154.0,0.0425,0.8915688336790358,-7.648046236911132
Marco Zaffarano - For My Love,Germany,1993,143.5546875,0.015,0.8769424124411933,-17.572729657882423
Marco Zaffarano - MZ 1,Germany,1992,139.6748310810811,0.04,0.9686285957609944,-7.909447840249099
Marco Zaffarano - MZ 2,Germany,1992,143.5546875,0.085,0.8495027367636778,-0.9163869833633257
Marco Zaffarano - MZ 4,Germany,1992,135.99917763157896,0.04,0.952879649587558,-8.048782740016074
Marco Zaffarano - MZ 5,Germany,1992,143.5546875,0.0575,0.9137862252239148,-4.180927091593526
Marco Zaffarano - MZ 6,Germany,1993,143.5546875,0.05,0.9765983345619448,-5.284510507757721
Marco Zaffarano - MZ 7,Germany,1993,151.99908088235293,0.025,0.9417855581046432,-11.801540014368236
Marco Zaffarano - MZ 8 (Confusion),Germany,1993,139.6748310810811,0.035,0.7969706034562272,-9.071330855920102
Marco Zaffarano - MZ 9 (Earthquake),Germany,1993,152.0,0.03,0.8427215798631179,-10.259796706899124
Marco Zaffarano - Sunpad,Germany,1993,147.65625,0.0225,0.7765121145252739,-13.467546522887478
Marco Zaffarano - Supernova,Germany,1993,164.0,0.03,0.8100231883671851,-10.636167771891941
Mark 'Oh - Love Song (Extended Mix),Germany,1994,161.4990234375,0.055,0.9382509800729271,-4.821191287701002
Mark 'Oh - Love Song (Mark 'Oh Remix),Germany,1994,161.4990234375,0.0675,0.9461245742340358,-2.63290294806293
Mark 'Oh - Love song (Ravers Nature remix),Germany,1994,169.44159836065575,0.0475,0.7365219772686642,-6.222261425669824
Mark 'Oh - Love Song (Short Mix),Germany,1994,161.4990234375,0.06,0.9350840752928333,-3.9958902839092367
Mark 'Oh - Randy (Never stop that feeling - Original mix),Germany,1993,156.60511363636363,0.0425,0.967906652818673,-7.0053605522634825
Mark 'Oh - Randy (never stop that feeling) (DJ Hooligan remix),Germany,1993,166.70866935483872,0.035,0.9675787957891241,-9.40640593243309
Mark 'Oh - Randy (Never Stop That Feeling) (Hardsequencer Remix),Germany,1993,157.0,0.0475,0.7804652135490894,-6.049763062832578
Mark 'Oh - Randy (Westbam Remix),Germany,1993,156.60511363636363,0.04,0.8346673923883692,-7.835568740509484
Mark 'Oh - Tears don't lie (12'' mix),Germany,1994,166.70866935483872,0.035,0.9259933951508827,-9.31871325011243
Mark 'Oh - Tears don't lie (shortmix),Germany,1994,166.70866935483872,0.035,0.9280831823474106,-9.013887287688245
Mark 'Oh - Ultimate,Germany,1994,167.0,0.0375,0.9483423744449394,-8.32961585433651
Mark 'Oh - Wonderland,Germany,1994,172.265625,0.0525,0.9082047535798302,-5.358176212566498
Mark N-R-G - Acid Uny Verze,Germany,1991,135.99917763157896,0.035,0.9420132863361704,-8.560469558468649
Mark N-R-G - Arabian Dreams,Germany,1992,129.19921875,0.055,0.8227391303910758,-4.8930936316574005
Mark N-R-G - Burning Phibes (Street Power),Germany,1991,138.0,0.07,0.9382738597587942,-3.063560456840712
Mark N-R-G - Chill Experience,Germany,1992,143.5546875,0.03,0.8544798924674087,-10.704684931204971
Mark N-R-G - Deshabille Toi,Germany,1992,151.99908088235293,0.0475,0.9023974874079208,-6.233659199982874
Mark N-R-G - How Does It Feel,Germany,1992,139.6748310810811,0.04,0.9798638472286807,-8.161437514572237
Mark N-R-G - Let's Go Jazzy,Germany,1992,100.0,0.03,0.9320679279691231,-10.924176472762017
Mark N-R-G - Mental Breakdown,Germany,1992,147.65625,0.045,0.8806198852290434,-6.713368382454692
Mark N-R-G - Military City,Germany,1992,143.5546875,0.0325,0.8888978450260983,-9.562379503077665
Mark N-R-G - Nic Nac,Germany,1992,135.99917763157896,0.0225,0.7282198261005635,-13.081150540806888
Mark N-R-G - Second Anual Report,Germany,1991,135.99917763157896,0.0425,0.9723343747190064,-6.596191003861222
Mark N-R-G - Subconcious,Germany,1992,151.99908088235293,0.0425,0.8924429259428184,-6.915255781877965
Mark N-R-G - Syntax Error (Cut The End),Germany,1992,139.6748310810811,0.04,0.9422463004046,-7.674701129892993
Mark N-R-G - Time 4 Me,Germany,1992,139.6748310810811,0.0675,0.5746471332594858,-2.917817216579959
Mark N-R-G - Under My Control,Germany,1992,137.8125,0.04,0.9366047465808548,-7.825763893831068
Mark N-R-G - Visions And Brain Waves,Germany,1991,135.99917763157896,0.035,0.9474142413724593,-9.03627359431827
Marlene - Fräulein Wunderbar,Germany,1989,120.18531976744184,0.025,0.9044892384575848,-11.819277824516057
Marmion - Marmions Island Part 1 The Landing To Be Continued,Germany,1994,69.0,0.05,0.8854522427910149,-5.464536142132658
Marmion - Nothing Is Real,Germany,1994,91.0,0.0325,0.7640047963294123,-9.373190285983467
Marmion - T-Dancer,Germany,1993,143.5546875,0.065,0.9686119251083388,-3.5586155022548533
Marmion - The Secret Plant,Germany,1994,107.666015625,0.04,0.9027319200454524,-8.01501432524787
Marusha - Audio Space,Germany,1994,161.4990234375,0.0325,0.8537188380996461,-9.897070196566665
Marusha - Cardinal points of life,Germany,1994,156.60511363636363,0.0375,0.8781597877510474,-8.460799035423669
Marusha - Girl I House You,Germany,1994,156.0,0.03,0.904834999801529,-10.513458828698395
Marusha - Go Ahead (Fresh Mix),Germany,1993,151.99908088235293,0.0475,0.994808575640681,-5.995454480177852
Marusha - Go Ahead (Straight Ahead Mix),Germany,1993,151.99908088235293,0.04,0.8466394855778128,-7.721486207889673
Marusha - Go Ahead (Viking Mix),Germany,1993,151.99908088235293,0.0475,0.7797154971277653,-6.197874585316013
Marusha - I don't need no speed,Germany,1993,143.5546875,0.0475,0.9208875518150692,-6.359527998898821
Marusha - It takes me away,Germany,1994,155.0,0.0425,0.8097982199063942,-7.251417579561656
Marusha - It Takes Me Away (Core Remix),Germany,1994,166.70866935483872,0.07875,0.9922779101752094,-1.8354242942595311
Marusha - It Takes Me Away (Hoschi & Düx Remix),Germany,1994,161.4990234375,0.0475,0.9811351767839709,-6.096454578357447
Marusha - It takes me away (NRG remix),Germany,1994,154.267723880597,0.0425,0.8178737668699505,-7.380338922971706
Marusha - It Takes Me Away (Robert remix),Germany,1994,172.265625,0.0575,0.7433457483561947,-4.489723562308987
Marusha - It Takes Me Away (Zombie remix),Germany,1994,117.45383522727272,0.045,0.8672782754237763,-7.077966296434401
Marusha - Liberation,Germany,1992,135.99917763157896,0.0475,0.7760717800806256,-6.421243916781741
